state_name_x,city_name,place,description,state_name_y,best_time,ideal_duration
Andhra Pradesh,Visakhapatnam, Matsyadarshini Aquarium ," An initiative of the Visakhapatnam Municipal Corporation, Matsyadarshini is a beautiful aquarium and houses countless species of fresh and salt water marine life captured in glass tanks. ",,,
Andhra Pradesh,Visakhapatnam, Indira Gandhi Zoological Park ," The Indira Gandhi Zoological Park is located amidst the Kambalakonda Reserve Forest in Visakhapatnam, Andhra Pradesh. Declared open to the public on 19 May 1977, the Park now offers a number of exhibits of more than 80 species of mammals, birds and reptiles. The Zoo Park has differentiated the  sections for primates, carnivores, lesser carnivores, small mammals, reptiles, ungulates and birds, all caged in their natural ambiance. Situated amidst the scenic Eastern Ghats of India, the Park is quite a pictueresque one.   ",,,
Andhra Pradesh,Visakhapatnam, VUDA Park (Taraka Rama) ," The Visakhapatnam Urban Development Authority or VUDA park, is a popular attraction in Visakhapatnam and a favorite amongst the tourists. One of its main attractions, here, is a musical waterfall. ",,,
Andhra Pradesh,Visakhapatnam, Simhachalam Temple ," As per the belief of the Hindu religion, an east facing entrance brings luck and prosperity while the west one brings victory and luckily the Simhachalam temple faces west. The temple is situated among hills covered with cashew trees, shrubs, and mango groves. Many pilgrims undertake a journey to the hill on important and auspicious days. Neighbourhoods near the pilgrimage include Srinivasanagar, Prahladapuram, Sainagar colony, Simhapuri colony, and Simhapuri Layout. The journey often extends into the night, as the route is around 40 kilometres. Pilgrims visit the temple to bestow their offerings to the auspicious deities. ",,,
Andhra Pradesh,Visakhapatnam, Lambasingi ," Fondly called the ‘Kashmir of Andhra Pradesh’, Lambasingi is a quaint hamlet nestled in Chintapalli Mandal in the richly forested Arakku Valley at an elevation of 1025 m above the sea level. On of the best kept secrets of Andhra Pradesh, the dainty village is known for its majestic hills, apple orchards and panoramic views of the adjoining valleys. Also known as Korra Bayalu, the village is the only place in all of South India that experiences snowfall as the temperatures drop significantly. Besides abundant natural beauty and the gorgeous views if the towering hills and meandering rivers, the village also offers a plethora of adventure activities that you can try your hand at. So if you are looking for chilling temperature, pale mists, colourful gardens and prolific natural beauty, you know where to head to. ",,,
Andhra Pradesh,Visakhapatnam, Bheemili Beach ," The long beautiful and pristine Bheemunipatnam Beach is located at the assemblage of Gosthani River and the Bay of Bengal. It also houses the remains of a 17th century fort and cemetery, reveling history dating back to the Dutch era. ",,,
Andhra Pradesh,Visakhapatnam, War memorial ," This memorial is dedicated to the 'Victory at Sea', during the Indo-Pak war in 1971. A renowned War memorial, it is located in Vizag on the left of the beach road and facing the submarine museum. Many war related materials are displayed here, including a fighter plane, missiles, few bombs and a tank. ",,,
Andhra Pradesh,Visakhapatnam, Lawson's Bay Beach ," Lawson's Bay beach is considered an extension of Ramakrishan beach more than often. It is a calm, serene and secluded stretch with lush greenery and  whitish sands. The majestic sea with shallow crystal clear water and calm waves here is ideal for swimming, sun bathing and surfing. ",,,
Andhra Pradesh,Visakhapatnam, Kambalakonda Wildlife Sanctuary , Kambalakonda Wildlife Sanctuary is located on the outskirts of Visakhapatnam and is a perfect example of natural harmony between the dry seasonal forest and the evergreen meadows. ,,,
Andhra Pradesh,Visakhapatnam, Bojjannakonda , Bojjannakonda is a small group of six rock-cut caves that has beautifully carved statues of Gautam Buddha which draw tourists and believers for its aesthetic and religious importance. The caves nearby also have stupas where Buddhist monks would meditate.  ,,,
Andhra Pradesh,Visakhapatnam, Ross Hill Church , Ross Hill Church is a splendid attraction that draws tourists and religious followers in large numbers. It is one of the few locations that can be climbed to get a fabulous view of the quaint city and the Port area. The attraction is frequently visited by photographers and nature lovers especially to view the beautiful sunrises and sunsets. Ross Hill Church has a beautiful architecture and a serene vibe that will hit the pause button to the endless mind chatter at least for a few moments. Tourists can explore the church and attend the prayer services/ mass if they choose to.  ,,,
Andhra Pradesh,Visakhapatnam, Sagar Nagar Beach ," Located in the quaint neighborhood of Sagar Nagar in the city of Visakhapatnam in Andhra Pradesh, Sagar Nagar beach is situated on the coast of the Bay of Bengal. Considered to be one of the most popular tourist spots in the city, the beach reverberates with tranquility and serenity. The beach is known for its golden sands, mesmerising sunsets and utter peace, all in the absence of commercial crowds or touristy pollution.
 ",,,
Andhra Pradesh,Visakhapatnam, TU 142 Aircraft Museum ," The TU-142M aircraft of The Indian Navy served for 29 years before it was decommissioned and placed at the Visakhapatnam beach sea and converted into a museum. Located opposite the Submarine Museum, TU 142 Museum has been one of the most popular tourist locations in the area. ",,,
Andhra Pradesh,Visakhapatnam, Tenneti Park ," Tenenti, an urban park, is located in close vicinity to the Bay of Bengal at Jodugullapalem in Visakhapatnam. It has recently been renovated for tourism purposes. In addition, one of the city's oldest parks, Tenneti, was destroyed in a cyclone Hudhud in 2014 and was reconstructed according to international standards. 
 ",,,
Andhra Pradesh,Visakhapatnam, Buddhist Excavation ," Havi Konda, Thotla Konda, Bojjana Konda, and Salihundam located around Visakhapatnam were places of Buddhist excavations. The excavations of 1906 that took place have brought out many Buddhist monuments such as stupas and chaityas. ",,,
Andhra Pradesh,Visakhapatnam, Gangavaram beach ," One of the most beautiful beaches of the town, this one with palm trees and picture perfect sceneries attracts many film and TV serial makers. This beach with soft sands and cool breeze always provides a secluded atmosphere. ",,,
Andhra Pradesh,Visakhapatnam, City Shopping ," Waltair Uplands Road, Jagadamba Junction, CMR Central, Lepakshi Emporium etc tend t be the favorites for shopping in Vizag. The city is famous for its saris and varieties like Pochampalli, Ikat and a few more are almost essentials. ",,,
Andhra Pradesh,Visakhapatnam, Victory at Sea War Memorial , Victory at Sea War Memorial is located on Beach road and is frequently visited by tourists on their way to the beach. The monument has a pyre lit 24x7 in honour of the Indian martyrs. The well maintained monument often generates a sense of patriotism and pride in our countrymen who fight selflessly for the safety of our citizens. ,,,
Andhra Pradesh,Visakhapatnam, Itika Pongal ," The native tribal community of Araku Valley in Andhra Pradesh celebrates a hunting festival during April of the Gregorian calendar each year. The name of the festival is 'Itika Pongal,' which is similar to hunting festivals of other tribal communities, such as the 'Jani Shikar' of Jharkhand. The 'Itika Pongal' festival serves as a perfect occasion to witness the tribal culture of Andhra Pradesh in its purest form when the women of the tribe perform their native dance form, known as 'Dhimsa'. ",,,
Bihar,Madhubani, Kapileshwar sthan ,  ,Bihar," Oct-Feb 
            ", 1 day 
Bihar,Madhubani, Saurath ,  ,Bihar," Oct-Feb 
            ", 1 day 
Bihar,Madhubani, Nagar Fort ,  ,Bihar," Oct-Feb 
            ", 1 day 
Bihar,Madhubani, Bhawanipur ,  ,Bihar," Oct-Feb 
            ", 1 day 
Bihar,Madhubani, Uchaitha ,  ,Bihar," Oct-Feb 
            ", 1 day 
Andhra Pradesh,Gandikota, Hike to Pennar Gorge Viewpoint ,  ,Andhra Pradesh," November to February 
            ", 2 Days 
Andhra Pradesh,Gandikota, Explore Gandikota Fort ,  ,Andhra Pradesh," November to February 
            ", 2 Days 
Andhra Pradesh,Gandikota, Camping at Gandikota ,  ,Andhra Pradesh," November to February 
            ", 2 Days 
Andhra Pradesh,Gandikota, Adventure Activities ,  ,Andhra Pradesh," November to February 
            ", 2 Days 
Andhra Pradesh,Gandikota, Jamia Masjid ,  ,Andhra Pradesh," November to February 
            ", 2 Days 
Andhra Pradesh,Gandikota, Raghunathaswamy Temple ,  ,Andhra Pradesh," November to February 
            ", 2 Days 
Andhra Pradesh,Gandikota, Madhavaraya Temple ,  ,Andhra Pradesh," November to February 
            ", 2 Days 
Andhra Pradesh,Gandikota, Belum Caves ,  ,Andhra Pradesh," November to February 
            ", 2 Days 
Andhra Pradesh,Amaravathi," Amareswara Temple, Amaravathi ",  ,Andhra Pradesh," Nov-Mar 
            ", 1 day 
Andhra Pradesh,Amaravathi," Amravati Museum, Amaravathi ",  ,Andhra Pradesh," Nov-Mar 
            ", 1 day 
Andhra Pradesh,Amaravathi, Dhyana Buddha Statue ,  ,Andhra Pradesh," Nov-Mar 
            ", 1 day 
Andhra Pradesh,Amaravathi, Amaravathi Mahachaitya ,  ,Andhra Pradesh," Nov-Mar 
            ", 1 day 
Andhra Pradesh,Anantapur, Ahobilam Temple , Ahobilam is a small village renowned for Lord Narasimha Swamy Temple. The Ahobilam temple is dedicated to Lord Lakshmi Narasimha Swamy. The temple complex has temples of Adi Lakshmi Devi Temple and Chenchu Lakshmi Devi. It is the only temple where all the nine forms of the deity are worshipped. Ahobilam is believed to be in the middle of Adishesha and expands all over the Nalmalla Hills.  ,,,
