city_name,name,description
Udaipur, 26. Maharana Pratap Smarak ," Overlooks the charming Fateh Sagar Lake, Maharana Pratap Memorial comprises of a marvelous bronze statue Maharana Pratap sitting on his faithful horse Chetak. Many people come here to pay their homage to the Rajput Hero, Maharana Pratap and his loyal horse. "
Udaipur, 27. Bada Bazar Udaipur ," Coming to visit Udaipur is almost synonymous with shopping at the many markets that the city has to offer. Flaunting and selling some of the city and the state of Rajasthan’s best kinds of stuff is the Bada Bazar, located within a kilometre of the City Palace of Udaipur. 
 "
Udaipur, 28. Rajiv Gandhi Park ," One of the biggest gardens in the city, the Rajiv Gandhi Park is situated close to the Fateh Sagar Lake in the Malla Talai area of Udaipur, Rajasthan. It is quite similar to the Brindavan Garden in Mysore and has wonderful views, lush greenery as well as numerous statues and more. "
Udaipur," 29. Nehru Garden, Udaipur "," Constructed in an Island at the heart of Fateh Sagar Lake, Nehru Garden encloses many distinct water fountains resembling those in Brindavan Gardens of Mysore. Another major attraction of the garden is a floating restaurant, in a boat shape. "
Udaipur, 30. Sahastrabahu Temple ," The Sahastra Bahu Temple, often known as the Sas Bahu Temple, is essentially a cluster of 10th century temples and shrines in Nagda about 20 km from Udaipur. Set amidst beautiful landscape, it is known for its splendid architecture.  "
Udaipur, 31. Sajjangarh Biological Park ," The Sajjangarh Biological Park about 4km from Udaipur, Rajasthan is situated on the foothills of the Sajjangarh Palace which is also known as the Monsoon Palace. It is a zoological garden known to house over 21 species of animals and birds including leopards, lions, marsh crocodiles, blackbucks, ostriches etc "
Udaipur, 32. Manik Lal Verma Park ," Manik Lal Verma Park is a public park that is located atop a hill called Machla Magra close to Doodh Talai in Udaipur,. A beautiful space dedicated to the former Prime Minister of Rajasthan Manikya Lal Verma, it is primarily visited for its stunning views of the Talai and of Lake Pichola, its greenery and also for its serenity.  "
Udaipur, 33. Food in Udaipur ," When in the lake city, visiting the cafes along the lakes and trying the delicious food is one of the topmost things to do in Udaipur. Although the signature dish is the very famous laal maas made out of mutton in traditional Rajasthan flavours, you can also taste some of the very sumptuous dabeli, daal baati churma, lentils, Bikaneri bhurji etc. "
Udaipur, 34. Pratap Park ," Located on the southern boundaries of Lake Pichola in Udaipur, Rajasthan, Pratap Park is a relatively new park named after Late Shri Pratap Bhandari. It is known for its massive ‘I Love Udaipur’ sign with Lake Pichola as the backdrop.  "
Udaipur, 35. Trekking in Udaipur ," Popularly called as the “Venice of the East” for its ethereal lakes and enchanting surroundings, Udaipur not only is perfect for sightseeing but also adventure sports. Trekking is one of the top tourist activities to enjoy while on a trip to the “City of Lakes”. With the backdrop of the majestic Aravalli range, there are several trekking trails in the region ranging from easy to moderate and tough, ideal for both amateurs and professionals. While enjoying the gorgeous scenic view, the trails also lead you through tiny villages where you can interact with the locals and take a peek into their lifestyle. "
Udaipur, 36. Taj Lake Palace ," Built in 1746 by Maharana Jagat Singh II, Taj Lake Palace is possibly one of the most romantic structures of Udaipur. The palace was used as a recreation spot and pleasurable residence of the king. Boasting of 66 rooms, the grand palace has been converted into a heritage hotel and hosts tourists from all over the world. "
Udaipur, 37. Bada Mahal ," Dating back to 17th century, Bada Mahal is an incredible structural marvel. Constructed in Rajput-Mughal architectural style, the Mahal is considered as the Men''s section of the City Palace. "
Udaipur, 38. Haldighaati ," This is a historic site located 40km from the Udaipur city and is famous for the battle between the Mughals and the Rajputs led by Maharana Pratap. There is a cenotaph with thin, delicate marble columns dedicated to Rana Pratap's horse. "
Udaipur, 39. Marvel Water Park ," Marvel Water Park is the oldest and largest of its kind in the city. The water park is the most popular weekend hangout place among families, friends and couples. It has a number of water and regular rides, a food court to tend to your hunger pangs, changing rooms, lockers etc. "
Udaipur, 40. Badi Lake ," Situated a little on the outskirts of the city, Badi Lake is an artificial freshwater lake situated in Udaipur. Built by Maharaja Raj Singh between 1652 and 1680, Badi Lake sprawls over a humongous area of 155 sq. km. Ideal as a popular picnic spot, Badi Lake also boasts of utter peace and tranquility as it is devoid of the regular tourist crowd. The lake is also ideal for a swim and there are several kiosks (shamiyanas) installed along the embankments which are meant for people to sit down and relax. "
Udaipur, 41. Chetak Circle ," One of the prominent shopping hubs of the ‘City of Lakes’, Chetak Circle is a perfect combination of tucked up cosy shops strewn about with colourful apparels and fabrics, and roadside stalls selling mouth watering street food and sweetmeats. The highlight of the market is however, the brightly coloured and clothed puppets which are also synonymous with the traditional folk shows of Rajasthan. These puppets, both mustachioed men and dolled up women are adorned in traditional Rajasthani attires from bandhani odhnis to turbans to make them look even more appealing.  "
Udaipur, 42. Jeel Water Park ," Situated in Chitrakoot Nagar, Bhuwana, Jeel Water Park is a newly constructed water park in the city of Udaipur. Facilitated with umpteen big and small water rides, roller coasters, water music DJ etc, the park has become the common favourite of the people.  "
Srinagar, 1. Dal Lake , The famous Dal Lake is the second-largest lake in Jammu & Kashmir. The mirror-like lake reflects the peaks of the Pir Panjal mountains while the colourful shikaras (gondolas) float around. The houseboats and shikaras are its main attractions. 
Srinagar, 2. Indira Gandhi Memorial Tulip Garden ," Indira Gandhi Memorial Tulip Garden is the largest tulip garden in Asia which is set in the foothills of the Zabarwan mountain range in Srinagar. Formerly known as Model Floriculture Center, it overlooks the mesmerising Dal Lake. The Tulip Festival held here is the highlight which attracts tourists from the world over. "
Srinagar, 3. Shankaracharya Temple ," The Shankaracharya Temple in Srinagar, located on top of the Shankaracharya Hill, is dedicated to Lord Shiva and is one of the oldest shrines in Kashmir. Situated at a height of about 1100 feet on the south-east of the city, this sacred temple offers splendid views of the valley and the snow clad mountains of the Pir Panjal range. "
Srinagar, 4. Nishat Bagh ," The Nishat Bagh is a 12 terraced garden which is the second-largest Mughal garden in Kashmir after Shalimar Bagh. It has a splendid Mughal central water channel with several fountains, which is surrounded by tall Chinar trees. "
Srinagar, 5. Shikara Ride , The paramount reason why people come to Srinagar is for the relaxing and memorable Shikara rides. Taking the ride across the scenic Dal Lake at the backdrop of the majestic slow clad Himalaya's is indeed an experience in itself both enjoyable and unparallel. 
Srinagar, 6. Shalimar Bagh Mughal Garden ," Shalimar Bagh is the largest of the three Mughal gardens in Srinagar.  It is now a public park and is known as the ""crown of Srinagar"". The chini khanas or arched niches placed behind waterfalls and the chinar trees are the highlights here. "
Srinagar, 7. Floating Vegetable Market ," Srinagar is also popular for its floating vegetable markets where vegetable and fruits are sold around in the waters on the Shikara. More than a sell-purchase transaction, it is an interesting place to visit for sightseeing. One of the most unique things to do in Srinagar, these markets are run at the corner of the Dal Lake and besides the regular traders and buyers, they attract a whole lot of tourists. "
