,state_name,city_name,place,description
8,Andhra Pradesh,Visakhapatnam, 9. Matsyadarshini Aquarium ," An initiative of the Visakhapatnam Municipal Corporation, Matsyadarshini is a beautiful aquarium and houses countless species of fresh and salt water marine life captured in glass tanks. "
9,Andhra Pradesh,Visakhapatnam, 10. Indira Gandhi Zoological Park ," The Indira Gandhi Zoological Park is located amidst the Kambalakonda Reserve Forest in Visakhapatnam, Andhra Pradesh. Declared open to the public on 19 May 1977, the Park now offers a number of exhibits of more than 80 species of mammals, birds and reptiles. The Zoo Park has differentiated the  sections for primates, carnivores, lesser carnivores, small mammals, reptiles, ungulates and birds, all caged in their natural ambiance. Situated amidst the scenic Eastern Ghats of India, the Park is quite a pictueresque one.   "
10,Andhra Pradesh,Visakhapatnam, 11. VUDA Park (Taraka Rama) ," The Visakhapatnam Urban Development Authority or VUDA park, is a popular attraction in Visakhapatnam and a favorite amongst the tourists. One of its main attractions, here, is a musical waterfall. "
11,Andhra Pradesh,Visakhapatnam, 12. Simhachalam Temple ," As per the belief of the Hindu religion, an east facing entrance brings luck and prosperity while the west one brings victory and luckily the Simhachalam temple faces west. The temple is situated among hills covered with cashew trees, shrubs, and mango groves. Many pilgrims undertake a journey to the hill on important and auspicious days. Neighbourhoods near the pilgrimage include Srinivasanagar, Prahladapuram, Sainagar colony, Simhapuri colony, and Simhapuri Layout. The journey often extends into the night, as the route is around 40 kilometres. Pilgrims visit the temple to bestow their offerings to the auspicious deities. "
12,Andhra Pradesh,Visakhapatnam, 13. Lambasingi ," Fondly called the ‘Kashmir of Andhra Pradesh’, Lambasingi is a quaint hamlet nestled in Chintapalli Mandal in the richly forested Arakku Valley at an elevation of 1025 m above the sea level. On of the best kept secrets of Andhra Pradesh, the dainty village is known for its majestic hills, apple orchards and panoramic views of the adjoining valleys. Also known as Korra Bayalu, the village is the only place in all of South India that experiences snowfall as the temperatures drop significantly. Besides abundant natural beauty and the gorgeous views if the towering hills and meandering rivers, the village also offers a plethora of adventure activities that you can try your hand at. So if you are looking for chilling temperature, pale mists, colourful gardens and prolific natural beauty, you know where to head to. "
13,Andhra Pradesh,Visakhapatnam, 14. Bheemili Beach ," The long beautiful and pristine Bheemunipatnam Beach is located at the assemblage of Gosthani River and the Bay of Bengal. It also houses the remains of a 17th century fort and cemetery, reveling history dating back to the Dutch era. "
14,Andhra Pradesh,Visakhapatnam, 15. War memorial ," This memorial is dedicated to the 'Victory at Sea', during the Indo-Pak war in 1971. A renowned War memorial, it is located in Vizag on the left of the beach road and facing the submarine museum. Many war related materials are displayed here, including a fighter plane, missiles, few bombs and a tank. "
15,Andhra Pradesh,Visakhapatnam, 16. Lawson's Bay Beach ," Lawson's Bay beach is considered an extension of Ramakrishan beach more than often. It is a calm, serene and secluded stretch with lush greenery and  whitish sands. The majestic sea with shallow crystal clear water and calm waves here is ideal for swimming, sun bathing and surfing. "
16,Andhra Pradesh,Visakhapatnam, 17. Kambalakonda Wildlife Sanctuary , Kambalakonda Wildlife Sanctuary is located on the outskirts of Visakhapatnam and is a perfect example of natural harmony between the dry seasonal forest and the evergreen meadows. 
17,Andhra Pradesh,Visakhapatnam, 18. Bojjannakonda , Bojjannakonda is a small group of six rock-cut caves that has beautifully carved statues of Gautam Buddha which draw tourists and believers for its aesthetic and religious importance. The caves nearby also have stupas where Buddhist monks would meditate.  
18,Andhra Pradesh,Visakhapatnam, 19. Ross Hill Church , Ross Hill Church is a splendid attraction that draws tourists and religious followers in large numbers. It is one of the few locations that can be climbed to get a fabulous view of the quaint city and the Port area. The attraction is frequently visited by photographers and nature lovers especially to view the beautiful sunrises and sunsets. Ross Hill Church has a beautiful architecture and a serene vibe that will hit the pause button to the endless mind chatter at least for a few moments. Tourists can explore the church and attend the prayer services/ mass if they choose to.  
19,Andhra Pradesh,Visakhapatnam, 20. Sagar Nagar Beach ," Located in the quaint neighborhood of Sagar Nagar in the city of Visakhapatnam in Andhra Pradesh, Sagar Nagar beach is situated on the coast of the Bay of Bengal. Considered to be one of the most popular tourist spots in the city, the beach reverberates with tranquility and serenity. The beach is known for its golden sands, mesmerising sunsets and utter peace, all in the absence of commercial crowds or touristy pollution.
 "
20,Andhra Pradesh,Visakhapatnam, 21. TU 142 Aircraft Museum ," The TU-142M aircraft of The Indian Navy served for 29 years before it was decommissioned and placed at the Visakhapatnam beach sea and converted into a museum. Located opposite the Submarine Museum, TU 142 Museum has been one of the most popular tourist locations in the area. "
21,Andhra Pradesh,Visakhapatnam, 22. Tenneti Park ," Tenenti, an urban park, is located in close vicinity to the Bay of Bengal at Jodugullapalem in Visakhapatnam. It has recently been renovated for tourism purposes. In addition, one of the city's oldest parks, Tenneti, was destroyed in a cyclone Hudhud in 2014 and was reconstructed according to international standards. 
 "
22,Andhra Pradesh,Visakhapatnam, 23. Buddhist Excavation ," Havi Konda, Thotla Konda, Bojjana Konda, and Salihundam located around Visakhapatnam were places of Buddhist excavations. The excavations of 1906 that took place have brought out many Buddhist monuments such as stupas and chaityas. "
23,Andhra Pradesh,Visakhapatnam, 24. Gangavaram beach ," One of the most beautiful beaches of the town, this one with palm trees and picture perfect sceneries attracts many film and TV serial makers. This beach with soft sands and cool breeze always provides a secluded atmosphere. "
24,Andhra Pradesh,Visakhapatnam, 25. City Shopping ," Waltair Uplands Road, Jagadamba Junction, CMR Central, Lepakshi Emporium etc tend t be the favorites for shopping in Vizag. The city is famous for its saris and varieties like Pochampalli, Ikat and a few more are almost essentials. "
25,Andhra Pradesh,Visakhapatnam, 26. Victory at Sea War Memorial , Victory at Sea War Memorial is located on Beach road and is frequently visited by tourists on their way to the beach. The monument has a pyre lit 24x7 in honour of the Indian martyrs. The well maintained monument often generates a sense of patriotism and pride in our countrymen who fight selflessly for the safety of our citizens. 
26,Andhra Pradesh,Visakhapatnam, 27. Itika Pongal ," The native tribal community of Araku Valley in Andhra Pradesh celebrates a hunting festival during April of the Gregorian calendar each year. The name of the festival is 'Itika Pongal,' which is similar to hunting festivals of other tribal communities, such as the 'Jani Shikar' of Jharkhand. The 'Itika Pongal' festival serves as a perfect occasion to witness the tribal culture of Andhra Pradesh in its purest form when the women of the tribe perform their native dance form, known as 'Dhimsa'. "
0,Bihar,Madhubani, 1. Kapileshwar sthan ,  
1,Bihar,Madhubani, 2. Saurath ,  
2,Bihar,Madhubani, 3. Nagar Fort ,  
3,Bihar,Madhubani, 4. Bhawanipur ,  
4,Bihar,Madhubani, 5. Uchaitha ,  
0,Andhra Pradesh,Gandikota, 1. Hike to Pennar Gorge Viewpoint ,  
1,Andhra Pradesh,Gandikota, 2. Explore Gandikota Fort ,  
2,Andhra Pradesh,Gandikota, 3. Camping at Gandikota ,  
3,Andhra Pradesh,Gandikota, 4. Adventure Activities ,  
4,Andhra Pradesh,Gandikota, 5. Jamia Masjid ,  
5,Andhra Pradesh,Gandikota, 6. Raghunathaswamy Temple ,  
6,Andhra Pradesh,Gandikota, 7. Madhavaraya Temple ,  
7,Andhra Pradesh,Gandikota, 8. Belum Caves ,  
0,Andhra Pradesh,Amaravathi," 1. Amareswara Temple, Amaravathi ",  
1,Andhra Pradesh,Amaravathi," 2. Amravati Museum, Amaravathi ",  
2,Andhra Pradesh,Amaravathi, 3. Dhyana Buddha Statue ,  
3,Andhra Pradesh,Amaravathi, 4. Amaravathi Mahachaitya ,  
0,Andhra Pradesh,Anantapur, 1. Ahobilam Temple , Ahobilam is a small village renowned for Lord Narasimha Swamy Temple. The Ahobilam temple is dedicated to Lord Lakshmi Narasimha Swamy. The temple complex has temples of Adi Lakshmi Devi Temple and Chenchu Lakshmi Devi. It is the only temple where all the nine forms of the deity are worshipped. Ahobilam is believed to be in the middle of Adishesha and expands all over the Nalmalla Hills.  
1,Andhra Pradesh,Anantapur," 2. ISKCON Temple, Anantapur "," Like all other Iskcon Temples built around the world, the one at Anantapur is just as beautiful. The temple is in the shape of a horse drawn chariot, with statues of four huge horses in front of the temple. "
2,Andhra Pradesh,Anantapur, 3. Bugga Ramalingeswara Swami Temple ," Another very known temple of the area is The Bugga Ramalingeswara Swami Temple. Dedicated to Lord Shiva, the temple is also known as Ramalingeswara Swami Temple. "
3,Andhra Pradesh,Anantapur, 4. Penukonda Fort ," The Penukonda Fort is one of the main attractions of Anantapur. Located at a distance of nearly 70-km from Anantapur, the fort derived its name from the word Penukonda, which literally means big hill. "
